"wd_id","wd_id_new","population","name_ar","name_bn","name_de","name_en","name_es","name_fr","name_el","name_hi","name_hu","name_id","name_it","name_ja","name_ko","name_nl","name_pl","name_pt","name_ru","name_sv","name_tr","name_vi","name_zh"
"Q505572","","","كويمباتور المطار الدول","","Peelamedu International Airport","Coimbatore Airport","Aeropuerto de Coimbatore","aéroport international de Coimbatore","","कोयम्बतूर विमानक्षेत्र","","Bandar Udara Internasional Coimbatore","","コーヤンブットゥール空港","","","Port lotniczy Coimbatore","","Коимбатор международный аэропорт","Coimbatore International Airport","","Sân bay Coimbatore","哥印拜陀國際機場"
"Q528184","","","مطار تورينو","","Flughafen Turin","Turin Airport","Aeropuerto de Turín-Caselle","aéroport Sandro-Pertini de Turin Caselle","","","Torinói nemzetközi repülőtér","Bandar Udara Internasional Turin","Aeroporto di Torino-Caselle","トリノ空港","","Luchthaven Turijn Caselle","Port lotniczy Turyn","Aeroporto Internacional de Turim","","Turin-Caselle flygplats","","Sân bay quốc tế Torino-Caselle","都靈機場"
"Q501083","","","مطار جبل طارق","","Flughafen Gibraltar","Gibraltar International Airport","Aeropuerto de Gibraltar","aéroport de Gibraltar","","जिब्राल्टर अन्तराष्ट्रीय हवाई-अड्डा","Gibraltári repülőtér","Bandar Udara Gibraltar","Aeroporto di Gibilterra","ジブラルタル空港","지브롤터 공항","Gibraltar Airport","Port lotniczy Gibraltar","Aeroporto de Gibraltar","Гибралтар","Gibraltar International Airport","Cebelitarık Havalimanı","Sân bay quốc tế Gibraltar","直布羅陀機場"
"Q2667517","","","","","Kodiak Airport","Kodiak Airport","Aeropuerto de Kodiak","aéroport de Kodiak","","","","Bandar Udara Kodiak","","コディアック空港","","","Port lotniczy Kodiak","","Кадьяк","","","","科迪亞克機場"
"Q2633549","","","مطار تربت الدولي","","","Turbat International Airport","Aeropuerto Internacional de Turbat","","","","","Bandar Udara Internasional Turbat","","トゥルバット","","","Port lotniczy Turbat","","Турбат","","","","土爾巴特國際機場"
"Q2580525","","","","","","Santo-Pekoa International Airport","Aeropuerto Internacional de Santo-Pekoa","aéroport de Santo-Pekoa","","","","Bandar Udara Internasional Santo-Pekoa","","サントペコア国際空港","","Internationale Luchthaven Santo-Pekoa","Port lotniczy Santo-Pekoa","","Санто-Пекоа","","","","桑托佩可亞國際機場"
"Q2584014","","","مطار الحديدة الدولي","","","Hodeida International Airport","Aeropuerto Internacional de Hodeida","","","","","Bandar Udara Internasional Hodeida","","フダイダ国際空港","","","Port lotniczy Al-Hudajda","","","","","","荷台達國際機場"
"Q2699491","","","","","Hector International Airport","Hector International Airport","Aeropuerto Internacional Hector","aéroport international Hector","","","","","Aeroporto Internazionale Hector","ヘクター国際空港","","Hector International Airport","Port lotniczy Fargo-Hector","Aeroporto Internacional Hector","","","","","法戈"
"Q2674281","","","","","","Palonegro International Airport","Aeropuerto Internacional Palonegro","aéroport international Palonegro","","","","Bandar Udara Internasional Palonegro","","ブカラマンガ","","","Port lotniczy Palonegro","Aeroporto Internacional Palonegro","","Palonegro International Airport","","Sân bay quốc tế Palonegro","帕洛內格羅國際機場"
"Q2673010","","","","জয়প্রকাশ নারায়ণ আন্তর্জাতিক বিমানবন্দর","","Lok Nayak Jayaprakash Airport","","Aéroport de Patna","","जयप्रकाश नारायण हवाई अड्डा","","","","ロク・ナヤック・ジャヤプラカシュ空港","","","Port lotniczy Patna","","Международный аэропорт имени Джей Пракаш Нараян","Patna","","Sân bay Lok Nayak Jayaprakash","巴特那"
"Q584102","","","","","Flughafen Shannon","Shannon Airport","Aeropuerto Internacional de Shannon","aéroport de Shannon","","","","","Aeroporto Internazionale di Shannon","シャノン空港","섀넌 공항","Shannon Airport","Port lotniczy Shannon","Aeroporto de Shannon","Шаннон","Shannon Airport","","Sân bay Shannon","香農機場"
"Q598231","","","","বিরসা মুন্ডা বিমানবন্দর","","Birsa Munda Airport","Aeropuerto Birsa Munda","","","बिरसा मुंडा हवाई-अड्डा","","","","ビルサ・ムンダ空港","","","Port lotniczy Ranchi","","","M. O. Ranchi","","Sân bay Birsa Munda","蘭契"
"Q589550","","","","","Flughafen Flores","Mundo Maya International Airport","Aeropuerto Internacional Mundo Maya","Aéroport international Mundo Maya","","","","Bandar Udara Internasional Mundo Maya","Aeroporto Internazionale Mundo Maya","ムンド・マヤ国際空港","","Mundo Maya International Airport","Port lotniczy Flores-Mundo Maya","Aeroporto Internacional Mundo Maya","","Mundo Maya Airport","","Sân bay quốc tế Mundo Maya","馬雅世界國際機場"
"Q572387","","","","জয়পুর বিমানবন্দর","","Jaipur Airport","Aeropuerto de Jaipur","aéroport de Jaipur","","जयपुर अन्तर्राष्ट्रीय विमानक्षेत्र","","","","ジャイプル国際空港","","","Port lotniczy Jaipur","","Международный аэропорт Джайпур","Jaipur Airport","","Sân bay Jaipur","齋浦爾國際機場"
"Q540273","","","مطار كاتانيا-فونتاناروسا","","Flughafen Catania","Catania-Fontanarossa Airport","Aeropuerto de Catania-Fontanarossa","aéroport de Catane-Fontanarossa","","","Catania-Fontanarossai nemzetközi repülőtér","Bandar Udara Catania-Fontanarossa","Aeroporto di Catania-Fontanarossa","カターニャ","","Luchthaven Catania-Fontanarossa","Port lotniczy Katania-Fontanarossa","","Катания","Catania-Fontanarossas flygplats","","Sân bay Catania-Fontanarossa","卡塔尼亞"
"Q2750047","","","مطار بورلينغتون الدولي","","Burlington International Airport","Burlington International Airport","Aeropuerto Internacional de Burlington","aéroport international de Burlington","","","","","","バーリントン国際空港","","","Port lotniczy Burlington","","","","","","伯林頓國際機場"
"Q2875740","","","","","","Yeager Airport","","aéroport Yeager de Charleston","","","","","","イェーガー空港","","","Port lotniczy Yeager","","","","","","Yeager機場"
"Q2875736","","","مطار شاه مخدوم","শাহ মখদুম বিমানবন্দর","Flughafen Rajshahi","Shah Makhdum Airport","Aeropuerto Shah Makhdum","aéroport Shah Makhdum","","","","Bandar Udara Shah Makhdum","","シャー・マクダム空港","","","Port lotniczy Shah Makhdum","","","","","","錫拉傑甘傑"
"Q2788745","","","","","","Bareilly Airport","","","","बरेली विमानक्षेत्र","","","","バレーリー空港","","","","","","","","","巴雷利機場"
"Q2732089","","","مطار جزيرة نورفولك","","Norfolk Island International Airport","Norfolk Island Airport","","aéroport international de l'île Norfolk","","","","","","ノーフォーク島空港","노퍽 섬 공항","","Port lotniczy Norfolk Island","Aeroporto Internacional da Ilha Norfolk","","","","","諾福克島機場"
"Q2876127","","","","","Flughafen Sioux Falls","Sioux Falls Regional Airport","Aeropuerto Regional de Sioux Falls","aéroport régional de Sioux Falls","","","","","","スーフォールズ地域空港","","","","Aeroporto Regional de Sioux Falls","","","","","蘇瀑支線機場"
"Q2720492","","","","","","Los Cabos International Airport","Aeropuerto Internacional de Los Cabos","","","","","Bandar Udara Internasional Los Cabos","Aeroporto Internazionale di Los Cabos","ロスカボス国際空港","","Los Cabos International Airport","","","Лос-Кабос","Los Cabos International Airport","","Sân bay quốc tế Los Cabos","聖何塞（洛斯卡沃斯）"
"Q2980547","","","","","Flughafen Vavaʻu","Vava'u International Airport","Aeropuerto Internacional de Vava'u","aéroport de Vavaʻu","","","","Bandar Udara Internasional Vava'u","","ヴァヴァウ国際空港","","","Port lotniczy Vava'u","","Аэропорт Вавау","","","","瓦瓦烏"
"Q3274472","","","","","","General Guadalupe Victoria International Airport","Aeropuerto Internacional General Guadalupe Victoria","aéroport international de Durango","","","","Bandar Udara Internasional General Guadalupe Victoria","","ヘネラル・グアダルーペ・ビクトリア国際空港","","","Port lotniczy Durango","","","General Guadalupe Victoria International Airport","","","瓜達盧佩·維多利亞將軍國際機場"
"Q3086164","","","","","","Ignacio Agramonte International Airport","Aeropuerto Internacional Ignacio Agramonte","aéroport international Ignacio Agramonte","","","","Bandar Udara Internasional Ignacio Agramonte","","イグナシオ・アグラモンテ国際空港","","","Port lotniczy Ignacio Agramonte","Aeroporto Internacional Ignacio Agramonte","","Ignacio Agramonte International Airport","","Sân bay quốc tế Ignacio Agramonte","Ignacio Agramonte國際機場"
"Q2903059","","","","","","Aurangabad Airport","","aéroport d'Aurangabad","","औरंगाबाद हवाई अड्डा","","","","チカルサーナ空港","","","Port lotniczy Aurangabad","","","Aurangabad Airport","","Sân bay Aurangabad","奧郎加巴德機場"
"Q656807","","","مطار روتردام لاهاي","","Flughafen Rotterdam","Rotterdam The Hague Airport","Aeropuerto de Róterdam","aéroport de Rotterdam La Haye","","","","Bandar Udara Rotterdam","Aeroporto di Rotterdam","ロッテルダム空港","","Rotterdam The Hague Airport","Port lotniczy Rotterdam","Aeroporto de Roterdã-Haia","Роттердам-Гаага","Rotterdams flygplats","","Sân bay Rotterdam","鹿特丹海牙机场"
"Q665365","","","مطار بريمن","ব্রেমেন বিমানবন্দর","Flughafen Bremen","Bremen Airport","Aeropuerto de Bremen","aéroport de Brême","","","Brémai repülőtér","","Aeroporto di Brema","ブレーメン空港","","Luchthaven Bremen","Port lotniczy Brema","Aeroporto de Bremen","Аэропорт Бремен","Bremens flygplats","","Sân bay Bremen","不来梅机场"
"Q631430","","","مطار كانجرلوسواك","","Flughafen Kangerlussuaq","Kangerlussuaq Airport","Aeropuerto de Kangerlussuaq","aéroport de Kangerlussuaq","","","","","Aeroporto di Kangerlussuaq","カンゲルルススアーク空港","","Luchthaven Kangerlussuaq","Port lotniczy Kangerlussuaq","Aeroporto de Kangerlussuaq","Кангерлуссуак","Kangerlussuaq flygplats","Kangerlussuaq Havalimanı","Sân bay Kangerlussuaq","坎克爾路斯斯雅克機場"
"Q622296","","","مطار الأحواز الدولي","","","Ahwaz International Airport","Aeropuerto Internacional de Ahvaz","Aéroport d'Ahvaz","","","","Bandar Udara Internasional Ahwaz","","アフヴァーズ空港","","Ahwaz Airport","Port lotniczy Ahwaz","","","Ahwaz International Airport","Ahvaz Havalimanı","Sân bay Ahvaz","阿瓦士"
"Q619881","","","","","","Benin Airport","","","","","","","Aeroporto di Benin","ベニン空港","","Benin Airport","Port lotniczy Benin","","","","","Sân bay Benin","貝南城"
"Q5364362","","","","","","Elko Regional Airport","","","","","","","","Elko地域空港","","","Port lotniczy Elko","","","","","","埃爾科機場"
"Q3385055","","","","","","Brownsville/South Padre Island International Airport","Aeropuerto Internacional de Brownsville/South Padre Island","","","","","","","Brownsville/South Padre Island国際空港","","","","","","","","","布朗斯維爾/南帕德雷島國際機場"
"Q3914227","","","","","Greater Rochester International Airport","Greater Rochester International Airport","","aéroport international de Rochester","","","","","","Greater Rochester国際空港","","","","","","","","","羅徹斯特"
"Q3360329","","","","","","Ibadan Airport","","","","","","","","イバダン空港","","","Port lotniczy Ibadan","Aeroporto de Ibadan","","","","","伊巴丹"
"Q3612935","","","","","","Montgomery Regional Airport","Aeropuerto Regional de Montgomery","aéroport régional de Montgomery","","","","","","Montgomery地域空港","","","","","","Montgomery Regional Airport","","","蒙哥馬利地方機場"
"Q3465662","","","","মাদুরাই বিমানবন্দর","","Madurai International Airport","Aeropuerto de Madurai","","","मदुरै विमानक्षेत्र","","Bandar Udara Madurai","","マドゥライ空港","","","Port lotniczy Maduraj","","","Madurai Airport","","","馬杜賴機場"
"Q3275688","","","","","","Charles Kirkconnell International Airport","Aeropuerto Internacional Charles Kirkconnell","","","","","Bandar Udara Internasional Gerrard Smith","","キャプテン・チャールズ・カークコーネル国際空港","","","Port lotniczy Gerrard Smith","","","Sir Charles Kirkconnell International Airport","","","Charles Kirkconnell國際機場"
"Q3499608","","","","","","Exuma International Airport","","","","","","Bandar Udara Internasional Exuma","","エグズーマ国際空港","","","Port lotniczy Exuma","","","George Town Exuma International Airport","","Sân bay quốc tế Exuma","Exuma國際機場"
"Q676576","","","مطار رونالد ريغان الوطني","","Ronald Reagan Washington National Airport","Ronald Reagan Washington National Airport","Aeropuerto Nacional Ronald Reagan de Washington","aéroport national Ronald Reagan","","","","Bandar Udara Nasional Ronald Reagan Washington","Aeroporto Nazionale di Washington-Ronald Reagan","ロナルド・レーガン・ワシントン・ナショナル空港","로널드 레이건 워싱턴 내셔널 공항","Ronald Reagan Washington National Airport","Port lotniczy Waszyngton-Reagan-National","Aeroporto Nacional Ronald Reagan de Washington","","Ronald Reagan Washington National Airport","","Sân bay quốc gia Ronald Reagan Washington","罗纳德·里根华盛顿国家机场"
"Q794552","","","","","Aéroport international Montréal-Mirabel","Montréal–Mirabel International Airport","Aeropuerto Internacional Montreal-Mirabel","aéroport international Montréal-Mirabel","","मिराबेल हवाई अड्डा","","Bandar Udara Internasional Montréal-Mirabel","Aeroporto Internazionale di Montréal-Mirabel","モントリオール・ミラベル国際空港","몬트리올 미라벨 국제공항","Montréal-Mirabel International Airport","Port lotniczy Montreal-Mirabel","Aeroporto Internacional Montréal-Mirabel","Мирабель","Montréal–Mirabel International Airport","","Sân bay quốc tế Montréal-Mirabel","蒙特利尔－米拉贝勒国际机场"
"Q702035","","","مطار تاينان","","Flughafen Tainan","Tainan Airport","","aéroport de Tainan","","","","Bandar Udara Domestik Tainan","","台南空港","타이난 공항","","Port lotniczy Tainan","","","","","Sân bay Đài Nam","台南機場"
"Q692279","","","مطار كلارك الدولي","","Flughafen Angeles City","Clark International Airport","Aeropuerto Internacional de Clark","aéroport international de Diosdado Macapagal","","","","Bandar Utara Internasional Diosdado Macapagal","aeroporto di Clark","クラーク国際空港","디오스다도 마카파갈 국제공항","Diosdado Macapagal International Airport","Port lotniczy Diosdado Macapagal","","","","","Sân bay quốc tế Clark","迪奧斯達多·馬卡帕加爾國際機場"
"Q5672567","","","","","","Kaduna Airport","Aeropuerto de Kaduna","aéroport de Kaduna","","","","","","カドゥナ空港","","","Port lotniczy Kaduna","","Кадуна","","","","卡杜納"
"Q5457039","","","","","","Flagstaff Pulliam Airport","Aeropuerto Flagstaff Pulliam","","","","","Bandar Udara Pulliam Flagstaff","","","","","","","","","","","弗拉格斯塔夫Pulliam機場"
"Q5642669","","","","","","Laredo International Airport","Aeropuerto Internacional de Laredo","","","","","","","ラレド国際空港","","","","","","","","","拉雷多國際機場"
"Q5379973","","","","","","Ensenada Airport","Base Aérea Nº. 3 El Ciprés","","","","","Bandar Udara Ensenada","","エル・シプレス空軍基地","","","","","","Ensenada Airport","","","恩森那達機場"
"Q828379","","","","","Flughafen Bratislava","M. R. Štefánik Airport","Aeropuerto de Bratislava-Milan Rastislav Štefánik","aéroport M. R. Štefánik","","","Pozsonyi repülőtér","Bandar Udara Bratislava","Aeroporto Milan Rastislav Štefánik","ブラチスラヴァ空港","","Luchthaven Bratislava","Port lotniczy Bratysława","Aeroporto de Bratislava-M. R. Štefánik","Братислава-Иванка","Milan Rastislav Štefánik-flygplatsen","","Sân bay M. R. Štefánik","布拉提斯拉瓦機場"
"Q865724","","","","","Birmingham-Shuttlesworth International Airport","Birmingham-Shuttlesworth International Airport","Aeropuerto Internacional Birmingham-Shuttlesworth","","","","","","Aeroporto di Birmingham","バーミングハム国際空港","","Birmingham-Shuttlesworth International Airport","Port lotniczy Birmingham-Shuttlesworth","Aeroporto Internacional de Birmingham-Shuttlesworth","","Birmingham-Shuttlesworth International Airport","","Sân bay quốc tế Birmingham","伯明翰－沙特尔斯沃思国际机场"
"Q844825","","","مطار بودغوريتسا الدولي","","Flughafen Podgorica","Podgorica Airport","Aeropuerto de Podgorica","aéroport de Podgorica","","","","","Aeroporto di Podgorica","ポドゴリツァ空港","","Luchthaven Podgorica","Port lotniczy Podgorica","Aeroporto de Podgorica","Подгорица","Podgorica flygplats","Podgorica Havalimanı","Sân bay Podgorica","波德戈里察國際機場"
"Q868994","","","مطار ليتل روك الدولي","","Bill and Hillary Clinton National Airport","Bill and Hillary Clinton National Airport","Aeropuerto Nacional de Little Rock","Clinton National Airport","","","","","Clinton National Airport","ビル・アンド・ヒラリー・クリントン・ナショナル空港","","","","Aeroporto Nacional de Little Rock","Литтл-Рок","","","Sân bay Little Rock","克林頓國家機場"
"Q559454","","","مطار زاهدان الدولي","","Flughafen Zahedan","Zahedan Airport","","Aéroport international de Zahedan","","","","Bandar Udara Zahedan","","ザーヘダーン空港","자헤단 공항","","Port lotniczy Zahedan","","","Zahedan International Airport","Zahedan Havalimanı","","扎黑丹機場"
"Q387593","","","","","","Bismarck Municipal Airport","Aeropuerto Municipal de Bismarck","aéroport municipal de Bismarck","","","","","","ビスマーク市営空港","","","Port lotniczy Bismarck","","Бисмарк","","","","俾斯麥市立機場"
"Q17606","","","","","Flughafen Alice Springs","Alice Springs Airport","aeropuerto de Alice Springs","aéroport d'Alice Springs","","","","Bandar Udara Alice Springs","aeroporto di Alice Springs","アリス・スプリングス空港","앨리스 스프링스 공항","","Port lotniczy Alice Springs","","Алис-Спрингс","Alice Springs Airport","","","愛麗斯泉機場"
"Q17528","","","","","Flughafen Broken Hill","Broken Hill Airport","Aeropuerto de Broken Hill","aéroport de Broken Hill","","","","","aeroporto di Broken Hill","ブロークン・ヒル空港","","Broken Hill Airport","Port lotniczy Broken Hill","","","Broken Hill Airport","","","布羅肯希爾機場"
"Q17542","","","","","Flughafen Dubbo City","Dubbo City Airport","Ciudad de Dubbo","aéroport de Dubbo","","","","","aeroporto di Dubbo City","ダボ空港","","","","","","Dubbo","","","多寶市支線機場"
"Q619997","","","","","Flughafen Bethel","Bethel Airport","Aeropuerto de Bethel","aéroport de Bethel","","","","","","ベセル空港","","","Port lotniczy Bethel","","Бетел","","","","伯特利機場"
"Q598269","","","","","Billings Logan International Airport","Billings Logan International Airport","","Billings Logan International Airport","","","","Bandar Udara Internasional Logan Billings","Aeroporto Internazionale di Billings Logan","ビリングス・ローガン国際空港","","Billings Logan International Airport","Port lotniczy Billings Logan","","","","","","比靈斯Logan國際機場"
"Q598259","","","","","Blue Grass Airport","Blue Grass Airport","","Blue Grass Airport","","","","","","ブルーグラス空港","","Blue Grass Airport","","","","","","","藍草機場"
"Q598850","","","","বিজু পট্টনায়েক আন্তর্জাতিক বিমানবন্দর","Flughafen Bhubaneswar","Biju Patnaik Airport","Aeropuerto Biju Patnaik","","","बीजू पटनायक हवाई अड्डा","","","","ビジューパトナイク国際空港","","","Port lotniczy Bhubaneswar","","Аэропорт Биджу Патнаик","Bhubaneswar","","","Biju Patnaik國際機場"
"Q637028","","","مطار وهران الدولي أحمد بن بلة","","Flughafen Oran Es Sénia","Oran Es Sénia Airport","Aeropuerto de Orán Es Sénia","aéroport d'Oran - Ahmed Ben Bella","","","","Bandar Udara Oran Es Senia","Aeroporto di Orano-Ahmed Benbella","オラン・エス・セニア空港","","Luchthaven Oran es Sénia","Port lotniczy Oran As-Sanija","Aeroporto Internacional de Orã","","Oran / Es Senia","","","瓦赫蘭"
"Q573547","","","مطار كاليكوت","কালিকট আন্তর্জাতিক বিমানবন্দর","Calicut International Airport","Calicut International Airport","Aeropuerto Internacional de Calicut","Calicut International Airport","","कालीकट अंतर्राष्ट्रीय विमानक्षेत्र","","","Aeroporto Internazionale di Kozhikode","カリカット国際空港","","Calicut International Airport","","","","Calicut International Airport","","","科泽科德国际机场"
"Q1048131","","","","","Casper/Natrona County International Airport","Casper–Natrona County International Airport","","aéroport de Casper-Comté de Natrona","","","","","","Natrona County国際空港","","","Port lotniczy Casper/Hrabstwo Natrona","","","","","","卡斯珀-納特羅納縣國際機場"
"Q1068685","","","مطار كلوج نابوكا الدولي","","Flughafen Cluj","Cluj International Airport","Aeropuerto de Cluj-Napoca","aéroport international de Cluj","","","Kolozsvári nemzetközi repülőtér","","Aeroporto di Cluj-Napoca-Someșeni","クルジュ＝ナポカ国際空港","","Internationale luchthaven van Cluj-Napoca","Port lotniczy Kluż-Napoka","","","","","","克盧日國際機場"
"Q1146451","","","","","Flughafen Lihue","Lihue Airport","Aeropuerto de Lihue","","","","","","","リフエ空港","","Lihue Airport","","","","","","","利胡埃"
"Q847772","","","","","Piedmont Triad International Airport","Piedmont Triad International Airport","Aeropuerto Internacional Piedmont Triad","","","","","","","Piedmont Triad国際空港","","Piedmont Triad International Airport","","","","","","","格林斯伯勒"
"Q810875","","","","","Baton Rouge Metropolitan Airport","Baton Rouge Metropolitan Airport","","aéroport métropolitain de Bâton-Rouge","","","","","","バトンルージュ・メトロポリタン空港","","Baton Rouge Metropolitan Airport","","","","","","","巴吞魯日大都會機場"
"Q1105469","","","","","Cocos","Cocos","Aeropuerto de las Islas Cocos","aéroport des îles Cocos","","","","Bandar Udara Kepulauan Cocos","Aeroporto delle Isole Cocos e Keeling","ココス島国際空港","코코스 제도 공항","Cocos","Port lotniczy Wyspy Kokosowe","","Кокосовые острова","Kokosöarnas flygplats","","","科科斯機場"
"Q8712","","","مطار لندن لوتون","","London-Luton Airport","Luton Airport","Aeropuerto de Londres-Luton","aéroport de Londres Luton","Διεθνές Αεροδρόμιο Λούτον","","London–Lutoni repülőtér","Bandar Udara London Luton","Aeroporto di Londra-Luton","ロンドン・ルートン空港","","Luchthaven Londen Luton","Port lotniczy Londyn-Luton","Aeroporto de Londres Luton","Лутон","London Luton Airport","","Sân bay Luton London","倫敦盧頓機場"
"Q8716","","","","এডিনবরা বিমানবন্দর","Flughafen Edinburgh","Edinburgh Airport","Aeropuerto de Edimburgo","aéroport d'Édimbourg","Αεροδρόμιο του Εδιμβούργου","","","Bandar Udara Edinburgh","Aeroporto di Edimburgo","エディンバラ空港","","Edinburgh Airport","Port lotniczy Edynburg","Aeroporto de Edimburgo","Эдинбург","Edinburgh Airport","","Sân bay Edinburgh","愛丁堡機場"
"Q8725","","","مطار بريستول","","Bristol Airport","Bristol Airport","Aeropuerto Internacional de Bristol","aéroport international de Bristol","Διεθνές Αεροδρόμιο Μπρίστολ","","","Bandar Udara Internasional Bristol","Aeroporto di Bristol","ブリストル空港","브리스틀 공항","Bristol International Airport","Port lotniczy Bristol","Aeroporto de Bristol","Бристоль","Bristol Airport","","Sân bay Bristol","布里斯托機場"
"Q8727","","","مطار ليفربول","","Liverpool John Lennon Airport","Liverpool John Lennon Airport","Aeropuerto John Lennon de Liverpool","aéroport de Liverpool John Lennon","","","Liverpool-John Lennon repülőtér","Bandar Udara John Lennon Liverpool","Aeroporto di Liverpool-John Lennon","リバプール・ジョン・レノン空港","리버풀 존 레넌 공항","Liverpool John Lennon Airport","Port lotniczy Liverpool-John Lennon","Aeroporto John Lennon de Liverpool","Ливерпульский аэропорт имени Джона Леннона","Liverpool John Lennon Airport","","Sân bay John Lennon Liverpool","利物浦约翰·列侬机场"
"Q8975","","","مطار نيوكاسل","","Newcastle Airport","Newcastle Airport","Aeropuerto de Newcastle upon Tyne","aéroport international de Newcastle","","","","Bandar Udara Newcastle","aeroporto di Newcastle upon Tyne","ニューカッスル国際空港","뉴캐슬 공항","Newcastle Airport","Port lotniczy Newcastle","Aeroporto de Newcastle","Ньюкасл","Newcastle International Airport","","Sân bay Newcastle","纽卡斯尔机场"
"Q1432740","","","","","Flughafen Santa Bernardina","Santa Bernardina International Airport","Aeropuerto Internacional de Santa Bernardina","","","","","Bandar Udara Internasional Santa Bernardina","","サンタ・ベルナルディナ国際空港","","","Port lotniczy Durazno-Santa Bernardina","Aeroporto Internacional Santa Bernardina","","","","","聖Bernardina國際機場"
"Q1205940","","","مطار الأمير محمد بن عبد العزيز الدولي","","Flughafen Medina","Prince Mohammad Bin Abdulaziz Airport","Aeropuerto Príncipe Mohammad Bin Abdulaziz","aéroport international Prince Mohammad Bin Abdulaziz","","","","Bandar Udara Internasional Prince Mohammad bin Abdul Aziz","Aeroporto Internazionale di Medina-Principe Muhammad bin Abd al-Aziz","プリンス・モハンマド・ビン・アブドゥルアズィーズ国際空港","프린스 모하메드 빈 압둘아지즈 국제공항","Prince Mohammad Bin Abdulaziz Airport","Port lotniczy Medyna","Aeroporto Internacional Príncipe Mohammad Bin Abdulaziz","","","","","穆罕默德·本·阿卜杜勒-阿齐兹亲王国际机场"
"Q1431553","","","","","Flughafen Inverness","Inverness Airport","Aeropuerto de Inverness","aéroport d'Inverness","","","","","Aeroporto di Inverness","インヴァネス","","Inverness Airport","Port lotniczy Inverness","","Инвернесс","Inverness Dalcross Airport","","","印威內斯機場"
"Q1365099","","","","","Flughafen Kilimanjaro","Kilimanjaro International Airport","Aeropuerto Internacional del Kilimanjaro","aéroport international du Kilimandjaro","","","","Bandar Udara Internasional Kilimanjaro","Aeroporto Internazionale del Kilimangiaro","キリマンジャロ国際空港","","Kilimanjaro International Airport","Port lotniczy Kilimandżaro","","Международный аэропорт Килиманджаро","Kilimanjaro International Airport","","","阿魯沙"
"Q59633","","","","","Flughafen Longyearbyen","Svalbard Airport","aeropuerto de Svalbard","aéroport de Longyearbyen","","","","Bandar Udara Svalbard","aeroporto delle Svalbard-Longyearbyen","ロングイェールビーン","","Luchthaven Svalbard Longyear","Port lotniczy Svalbard","","Аэропорт Свальбард","Svalbard lufthavn","","Sân bay Svalbard","斯瓦尔巴朗伊尔机场"
"Q8994","","","مطار كارديف الدولي","","Cardiff Airport","Cardiff Airport","Aeropuerto Internacional de Cardiff","aéroport international de Cardiff","","","","Bandar Udara Internasional Cardiff","Aeroporto di Cardiff","カーディフ空港","","Cardiff International Airport","Port lotniczy Cardiff","Aeroporto de Cardiff","Кардифф","Cardiff Airport","","Sân bay Cardiff","卡地夫國際機場"
"Q56935","","","","তিরুচিরাপল্লী আন্তর্জাতিক বিমানবন্দর","Flughafen Tiruchirapalli","Tiruchirapalli Airport","Aeropuerto Internacional de Tiruchirapalli","aéroport international de Trichy","","तिरुचिरापल्ली विमानक्षेत्र","","","aeroporto internazionale di Tiruchirapalli","ティルチラーパッリ空港","","","","","","Tiruchirappalli International Airport","","Sân bay quốc tế Tiruchirappalli","蒂魯吉拉帕利"
"Q31581","","","مطار كويته الدولي","","","Quetta International Airport","Aeropuerto Internacional de Quetta","aéroport international de Quetta","","","","Bandar Udara Internasional Quetta","aeroporto internazionale di Quetta","クエッタ国際空港","퀘타 국제공항","","Port lotniczy Kweta","","Кветта","","","Sân bay quốc tế Quetta","奎达国际机场"
"Q31580","","","","","","Faisalabad International Airport","Aeropuerto Internacional de Faisalabad","aéroport international de Faisalabad","","","","Bandar Udara Internasional Faisalabad","aeroporto internazionale di Faisalabad","ファイサラーバード","파이살라바드 국제공항","","Port lotniczy Fajsalabad","","Фейсалабад","","","Sân bay quốc tế Faisalabad","費薩拉巴德"
"Q1432943","","","","","Flughafen Surgut","Surgut International Airport","Aeropuerto Internacional de Surgut","aéroport de Sourgout","","","","","Aeroporto di Surgut","スルグト空港","","Luchthaven Soergoet","Port lotniczy Surgut","","Сургут","","Surgut Havalimanı","","蘇爾古特國際機場"
"Q1433234","","","","","Flughafen Wichita","Wichita Dwight D. Eisenhower National Airport","","aéroport de Wichita","","","","","Aeroporto di Wichita Mid-Continent","ウィチタ・ミッド・コンティエント空港","","Wichita Mid-Continent Airport","Port lotniczy Wichita Mid-Continent","","","","","","威奇托中陸機場"
"Q1510001","","","","","Gerald R. Ford International Airport","Gerald R. Ford International Airport","Aeropuerto Internacional Gerald R. Ford","Gerald R. Ford International Airport","","","","","","Gerald R. Ford国際空港","","Gerald R. Ford International Airport","Port lotniczy Gerald R. Ford","","","","","","肯特郡國際機場"
"Q1657258","","","","","","Columbia Metropolitan Airport","","","","","","","Aeroporto di Columbia Metropolitan","コロンビア都市圏空港","","","Port lotniczy Columbia","Aeroporto Metropolitano de Colúmbia","","","","","哥倫比亞大都會機場"
"Q1570890","","","","","Rick Husband Amarillo International Airport","Rick Husband Amarillo International Airport","Aeropuerto Internacional Rick Husband de Amarillo","Rick Husband Amarillo International Airport","","अमारिलो हवाई अड्डा","","","","リック・ハズバンド・アマリロ国際空港","","Rick Husband Amarillo International Airport","","Aeroporto Internacional de Amarillo","","","","","里克·赫斯本德-阿馬里洛國際機場"
